nimi,reg_kood,aadress,omavalitsus,maakond,telefon,email,veebileht,direktor_email,lat,lon,allikas,markus
Simuna Kooli lasteaed,,,,,,,,,59.0465357,26.4065813,OpenStreetMap,
Sipa-Laukna Lasteaed,,,,,,,,,58.9134874,24.2972281,OpenStreetMap,
Surju kooli lasteaed,,,,,,,,,58.2411456,24.7207126,OpenStreetMap,
Sutlema-Aespa Lasteaed - Linnupesa maja,,,,,,,https://sutlemalinnupesa.edu.ee/,,59.1717079,24.6533652,OpenStreetMap,
Suure-Jaani Kooli Sürgavere tegutsemiskoha lasteaia liitrühm “Vembu”,,,,,,,,,58.48616,25.5163023,OpenStreetMap,
Suure-Jaani Kooli Tääksi tegutsemiskoha lasteaed “Täksikud”,,,,,,,,,58.5206585,25.626259,OpenStreetMap,
Suure-Jaani Lasteaed Sipsik,,,,,,,,,58.5391498,25.4698028,OpenStreetMap,
Suuremõisa lasteaed-põhikool (lasteaed),,,,,,,https://www.suurem.edu.ee,,58.8685755,22.94708,OpenStreetMap,
Sõmerpalu Lasteaed Lepatriinu,,,,,,,https://www.lepatriinud.ee/,,57.8469312,26.8333533,OpenStreetMap,
Sõmeru Lasteaed Pääsusilm - Sõmeru maja,,,,,,,http://www.paasusilm.ee,,59.3608451,26.4352758,OpenStreetMap,
Sõmeru Lasteaed Pääsusilm - Uhtna maja,,,,,,,,,59.3962529,26.5654369,OpenStreetMap,
Taaramäe lasteaed,,,,,,,,,59.3570098,24.9132769,OpenStreetMap,
Tabasalu Teelahkme Lasteaed - Tabasalu maja,,,,,,,,,59.4318448,24.5575468,OpenStreetMap,
Tabasalu Teelahkme Lasteaed - Vääna-Jõesuu majad,,,,,,,,,59.4336698,24.3713242,OpenStreetMap,
Tabivere Lasteaed Rõõmula,,,,,,,,,58.5498602,26.6000035,OpenStreetMap,
Taebla lasteaed,,,,,,,,,58.9536162,23.7447882,OpenStreetMap,
Tallinna Laagna Lasteaed-Põhikool,,,,,+372  523 2741,info@laagnakool.ee,https://laagnakool.ee,,59.4378166,24.833882,OpenStreetMap,
Tallinna Lasteaed Naksitrallid,,,,,,,,,59.4092584,24.6418321,OpenStreetMap,
Tallinna Lastekodu Imikute ja puuetega laste keskus,,,,,,,,,59.4000596,24.6829182,OpenStreetMap,
Tallinna Rukkilille Lasteaed,,"Õismäe tee, 70",,,+372 657 1548,rukkilille@la.tln.edu.ee,https://www.tallinn.ee/rukkilille-lasteaed,,59.4143462,24.6437365,OpenStreetMap,
Tallinna lastekodu,,"Vana-Pärnu mnt, 9a/1",,,,,,,59.3893783,24.6860866,OpenStreetMap,
Tapa Lasteaed Pisipõnn,,"Nooruse, 11, Tapa",,,,lasteaed@pisiponn.ee,http://www.pisiponn.ee,,59.2589431,25.9633895,OpenStreetMap,
Tapa lasteaed Vikerkaar,,,,,,,,,59.2671163,25.9641669,OpenStreetMap,
Tartu Karlova Lasteaed - Karoliine maja,,,,,,,,,58.3707086,26.7255211,OpenStreetMap,
Tartu Karlova Lasteaed - Tähe maja,,,,,,,,,58.3734202,26.7269216,OpenStreetMap,
Tartu Väike Päike Lasteaed,,,,,,,,,58.373512,26.711601,OpenStreetMap,
Tartu Waldorflasteaed Taevasina,,,,,,,,,58.3941571,26.6855189,OpenStreetMap,
Tarvastu Lasteaed - Kärstna maja,,,,,,,,,58.1440994,25.8018389,OpenStreetMap,
Tarvastu Lasteaed - Mustla maja,,,,,,,,,58.2335757,25.8816022,OpenStreetMap,
Tarvastu Lasteaed - Soe maja,,,,,,,,,58.2128381,25.9279232,OpenStreetMap,
Terve Pere Aed,,,,,,,https://www.tervepereaed.ee,,57.9076301,26.9835296,OpenStreetMap,
Tiki-Triki Peetri lasteaed,,,,,,,,,59.3941651,24.8027279,OpenStreetMap,
Tiki-Triki Rakvere lasteaed,,,,,,,,,59.3418738,26.371751,OpenStreetMap,
Tiki-Triki Tõrma lasteaed,,,,,,,,,59.3221659,26.3467648,OpenStreetMap,
Toila lasteaed Naerumeri,,,,,,,,,59.4212723,27.5158403,OpenStreetMap,
Tootsi Lasteaed,,,,,,,,,58.5839337,24.7841219,OpenStreetMap,
Tornimäe Lasteaed,,,,,,,,,58.5046996,23.1146513,OpenStreetMap,
Tõrva Lasteaed Mõmmik,,,,,,,,,57.9955973,25.9383283,OpenStreetMap,
Tõrva Lasteaed Tõrvalill,,,,,,,,,58.00385,25.9262991,OpenStreetMap,
Tõstamaa lasteaed,,,,,,,http://lasteaed.tostamaa.ee,,58.3359759,23.9884446,OpenStreetMap,
Türi lasteaed,,,,,,,,,58.8206299,25.4071681,OpenStreetMap,
Uuemõisa lasteaed-algkool,,,,,,,https://www.ula.edu.ee,,58.9432996,23.5796366,OpenStreetMap,
Uuesalu lasteaed,,,,,,,https://lasteaiad.rae.ee/peetri/uuesalu-lasteaed/kontakt/,,59.3599872,24.8142308,OpenStreetMap,
Uusna Lasteaed Tõruke - Kalmetu rühmad,,,,,,,,,58.3909324,25.8375744,OpenStreetMap,
Uusna Lasteaed Tõruke - Uusna rühm,,,,,,,,,58.3892937,25.7482854,OpenStreetMap,
Vaela Lasteaed,,"Kuuse tee, 22",,,,,,,59.3307285,24.8237774,OpenStreetMap,
Vaida Lasteaed Pillerpall,,,,,,,,,59.2834553,24.976718,OpenStreetMap,
Vaimastvere kooli lasteaed,,,,,,,,,58.8136052,26.2846131,OpenStreetMap,
Vaivara Lasteaed - Olgina rühmad,,,,,,,,,59.3924935,28.1329358,OpenStreetMap,
Vaivara Lasteaed - Sinimäe rühmad,,,,,,,,,59.3736966,27.8737837,OpenStreetMap,
"Valga Lasteaed ""Buratino""",,,,,,,,,57.7750069,26.0383106,OpenStreetMap,
"Valga Lasteaed ""Kaseke""",,,,,,,,,57.7803894,26.058675,OpenStreetMap,
"Valga Lasteaed ""Walko""",,,,,,,,,57.7755952,26.027069,OpenStreetMap,
Valgu põhikooli lasteaed,,,,,,,https://www.valgupk.edu.ee/,,58.8169385,24.5889937,OpenStreetMap,
Valguta lasteaed-algkool,,,,,,,,,58.1906738,26.2056008,OpenStreetMap,
Valjala lasteaed,,,,,,,,,58.4074755,22.7926773,OpenStreetMap,
Valtu Lasteaed Pesapuu,,,,,,,,,58.9645116,24.8379031,OpenStreetMap,
Vana-Vigala Lasteaed,,,,,,,,,58.7802772,24.2521164,OpenStreetMap,
Vao Lasteaed,,"Lasteaia tee, 1",,,,,,,58.9371499,25.9739088,OpenStreetMap,
Vara Lasteaed Õnnetriinu,,,,,,,https://varalasteaed.ee,,58.5103992,26.8863835,OpenStreetMap,
Varbla kooli lasteaed,,,,,,,,,58.4299744,23.7546414,OpenStreetMap,
"Vasalemma Lasteaed ""Sajajalgne""",,,,,,,https://sajajalgne.edu.ee,,59.2383655,24.2780362,OpenStreetMap,
Vastemõisa Lasteaed Päevalill,,,,,,,,,58.4416641,25.4427856,OpenStreetMap,
Vastseliina Lasteaed,,,,,,,,,57.731757,27.2786934,OpenStreetMap,
Veltsi lasteaed-algkool,,,,,,,http://www.veltsi.edu.ee/,,59.3988809,26.277339,OpenStreetMap,
"Veriora Lasteaed ""Õnneseen""",,,,,,,,,57.9940508,27.3299935,OpenStreetMap,
Veskitammi Lasteaed,,"Veskitammi tn, 22",,,,,http://www.veskitammila.ee/,,59.3489993,24.6176664,OpenStreetMap,
Vihasoo lasteaed-algkool,,,,,,,,,59.5443258,25.7996406,OpenStreetMap,
Viimsi Lasteaiad - Astri maja,,,,,,,,,59.5121676,24.8252433,OpenStreetMap,
Viimsi Lasteaiad - Karulaugu maja,,,,,,,,,59.5121384,24.8369289,OpenStreetMap,
Viimsi Lasteaiad - Laanelinnu maja,,,,,,,,,59.5254914,24.8139084,OpenStreetMap,
Viimsi Lasteaiad - Pargi maja,,,,,,,https://www.viimsilasteaiad.ee/viimsi-lasteaiad-majad/pargi-maja,,59.5022235,24.8380508,OpenStreetMap,
Viimsi laseteaiad - Leppneeme maja,,,,,,,https://www.viimsilasteaiad.ee/viimsi-lasteaiad-majad/leppneeme-maja,,59.5467711,24.8613026,OpenStreetMap,
Viimsi lasteaiad - Uus-Pärtle maja,,,,,,,https://www.viimsilasteaiad.ee/8-lasteaiamaja/uus-partle-maja,,59.5135954,24.8492589,OpenStreetMap,
Viiratsi Lasteaed Rüblik - Tiigi maja,,,,,,,,,58.3584072,25.639545,OpenStreetMap,
Viisu Lasteaed,,,,,,,,,58.9461527,25.6660453,OpenStreetMap,
"Vinni Lasteaed ""Tõruke""",,,,,,,,,59.2924433,26.4300817,OpenStreetMap,
Virtsu kooli Virtsu lasteaed,,,,,,,,,58.5795183,23.5363872,OpenStreetMap,
Viru-Nigula valla lasteaed Kelluke - Aseri,,,,,,,,,59.448994,26.8590604,OpenStreetMap,
Viru-Nigula valla lasteaed Kelluke - Kunda maja,,,,,,,,,59.5044356,26.5048667,OpenStreetMap,
Viru-Nigula valla lasteaed Kelluke - Viru-Nigula maja,,,,,,,,,59.4464307,26.6941364,OpenStreetMap,
Vohnja Lasteaed-Algkool,,,,,,,https://www.vohnja.edu.ee/avaleht/,,59.3740209,26.0417606,OpenStreetMap,
Voka Lasteaed Naksitrallid,,,,,,,,,59.4057764,27.5848069,OpenStreetMap,
Voore põhikooli lasteaed - Kääpa rühm Siilike,,,,,,,,,58.7008771,26.8460117,OpenStreetMap,
Voore põhikooli lasteaed - rühm Rõõmurullid,,,,,,,,,58.7146354,26.7505444,OpenStreetMap,
Vormsi lasteaed-põhikool,,,,,,,http://www.vormsi.edu.ee/,,58.9915268,23.2439439,OpenStreetMap,
Väike Päike Kesklinna Lastehoid,,,,,,,https://www.lasteklubi.ee/,,59.4402667,24.7720442,OpenStreetMap,
Väike-Maarja Lasteaed,,,,,,,,,59.125716,26.2548867,OpenStreetMap,
Väike-Maarja Lasteaed - Kiltsi rühm,,,,,,,,,59.0771764,26.194492,OpenStreetMap,
Väimela Lasteaed Rukkilill,,,,,,,,,57.8893536,27.0149934,OpenStreetMap,
Vändra Lasteaed - Mürakaru maja,,,,,,,,,58.6517408,25.0441142,OpenStreetMap,
Vändra Lasteaed - Rukkilille maja,,,,,,,,,58.6541114,25.0336734,OpenStreetMap,
Vändra Lasteaed - Vihtra maja,,,,,,,,,58.5855201,25.0176738,OpenStreetMap,
Värska Lasteaed,,,,,,,,,57.9580225,27.6362958,OpenStreetMap,
Väätsa Lasteaed Paikäpp,,,,,,,http://lasteaed.vaatsa.ee,,58.8877675,25.4484502,OpenStreetMap,
Võhma Lasteaed Mänguveski,,,,,,,,,58.6317671,25.5496224,OpenStreetMap,
Võnnu Lasteaed Värvuke,,,,,,,https://www.lasteaed.vonnu.edu.ee/,,58.2838891,27.0497321,OpenStreetMap,
Võru Lasteaed Okasroosike,,,,,,,,,57.8431962,27.0022734,OpenStreetMap,
Võru Lasteaed Punamütsike,,,,,,,,,57.8484195,27.0080447,OpenStreetMap,
Võru Lasteaed Päkapikk,,,,,+372 782 8560,lasteaed@pakapikk.ee,https://pakapikk.ee/,,57.8447321,26.9977882,OpenStreetMap,
Võru Lasteaed Sõleke,,,,,,,,,57.8378877,27.0125637,OpenStreetMap,
Võsukese lasteaed,,,,,,,https://lasteaiad.rae.ee/vosukese-uudised/,,59.3541874,24.9053802,OpenStreetMap,
Waldorflasteaed Pauliine,,,,,,,,,58.3820817,24.516698,OpenStreetMap,
Ääsmäe lasteaed,,,,,,,https://aasmaelasteaed.ee/,,59.2439121,24.5046545,OpenStreetMap,
Õie lasteaed,,,,,,,https://lasteaiad.rae.ee/juri/oie-lasteaed/lasteaiast/,,59.3508346,24.9063127,OpenStreetMap,
Õisu Lasteaed,,,,,,,,,58.1967991,25.547422,OpenStreetMap,
Õru lasteaed-algkool,,,,,,,https://orukool.weebly.com/,,57.9266153,26.1767593,OpenStreetMap,
​Tamsalu Lasteaed Krõll - Sääse maja,,,,,,,,,59.1592468,26.1302222,OpenStreetMap,
​Tamsalu Lasteaed Krõll - ​Tamsalu maja,,,,,,,,,59.1670101,26.1074547,OpenStreetMap,
​Tamsalu Lasteaed Krõll - ​Vajangu maja,,,,,,,,,59.1093714,26.0072685,OpenStreetMap,
Sutlema-Aespa lasteaed: Metsaveere maja,,"Suvila tee, 27, Aespa alevik",Aespa alevik,,,,https://sutlemalinnupesa.edu.ee/,,59.2087269,24.6650996,OpenStreetMap,
Järvapesa Lasteaed,,"Pikk, 37, Ambla alevik",Ambla alevik,,73502,,https://jarvavald.ee/haridus-kultuur-sport-ja-noored/haridus-ja-noored/koolid-ja-lasteaiad/jarvapesa-lasteaed/,,59.1920602,25.8459959,OpenStreetMap,
Ardu Lasteaed,,"Lasteaia tee, 8, Ardu alevik",Ardu alevik,,,,,,59.1012815,25.356204,OpenStreetMap,
Audru Lasteaed Männituka,,"Nooruse tee, 2, Audru alevik",Audru alevik,,,,,,58.4145189,24.353898,OpenStreetMap,
Tiki-Triki Haabneeme eralasteaed,,"Nurme tee, 21, Haabneeme alevik",Haabneeme alevik,,,,https://www.tikitrikilasteaed.com/haabneeme,,59.5243926,24.8167815,OpenStreetMap,
Viimsi lasteaiad - Päikeseratta maja,,"Randvere tee, 16, Haabneeme alevik",Haabneeme alevik,,,,https://www.viimsilasteaiad.ee/viimsi-lasteaiad-majad/paikeseratta-maja,,59.5110112,24.8357641,OpenStreetMap,
Haapsalu Lasteaed Päikesejänku,,"Endla, 9, Haapsalu",Haapsalu,,,,https://paikesejanku.haapsalu.ee/,,58.9437745,23.5364752,OpenStreetMap,
Haaslava lasteaed,,"Pihlaka tee, 34, Haaslava küla",Haaslava küla,,,,,,58.3304418,26.8008537,OpenStreetMap,
Hagudi lasteaed,,"Kooli, 1/1, Hagudi alevik",Hagudi alevik,,,,,,59.0645412,24.8090993,OpenStreetMap,
Haiba Lasteaed Riisikas,,"Riisipere tee, 19, Haiba küla",Haiba küla,,,,https://www.kernukool.ee/index.php/lasteaed,,59.126447,24.466954,OpenStreetMap,
Häädemeeste lasteaed,,"Lasteaia, 4, Häädemeeste alevik",Häädemeeste alevik,,,,https://haademeestevald.kovtp.ee/lasteaiad,,58.0808095,24.4971344,OpenStreetMap,
Iisaku Lasteaed Kurekell,,"Tartu mnt, 56, Iisaku alevik",Iisaku alevik,,,kurekell@alutaguse.edu.ee,https://www.kurekell.ee/,,59.0971848,27.3114954,OpenStreetMap,
Ilmatsalu Lasteaed Lepatriinu,,"Pargi tee, 4, Ilmatsalu alevik",Ilmatsalu alevik,,,,,,58.3869368,26.5577192,OpenStreetMap,
Imavere Kooli lasteaiarühmad,,"Antsu tee, 4, Imavere küla",Imavere küla,,,,,,58.7350811,25.7702351,OpenStreetMap,
Juuru Lasteaed Sinilill,,"Muuseumi, 3, Juuru alevik",Juuru alevik,,,sinilill@rapla.ee,https://raplasinilill.wordpress.com/,,59.0565972,24.9643226,OpenStreetMap,
Jäneda kool,,Jäneda küla,Jäneda küla,,,,,,59.2423381,25.6866805,OpenStreetMap,
Järlepa lasteaed Sinilill,,"Tammemäe, 5, Järlepa küla",Järlepa küla,,,,https://raplasinilill.wordpress.com/,,59.1367341,24.9212514,OpenStreetMap,
Järva-Jaani lasteaed Jaanilill,,"Lai, 4a, Järva-Jaani alev",Järva-Jaani alev,,,,https://jaanilill.ee/,,59.043209,25.883544,OpenStreetMap,
Järveküla lasteaed - Järveküla maja,,"Turu tee, 23, Järveküla",Järveküla,,,,https://lasteaiad.rae.ee/peetri/jarvekula-lasteaed/lasteaiast/,,59.3805579,24.8326059,OpenStreetMap,
Järveküla lasteaed - Leerimäe maja,,"Leerimäe tee, 1, Järveküla",Järveküla,,,,https://lasteaiad.rae.ee/peetri/jarvekula-lasteaed/lasteaiast/,,59.3911003,24.7977224,OpenStreetMap,
Järveküla lasteaed - Sõnajala maja,,"Sõnajala tee, 3, Järveküla",Järveküla,,,,,,59.3831906,24.8025654,OpenStreetMap,
Kiili Lasteaia Kangru maja,,"Kullerkupu, 10, Kangru alevik",Kangru alevik,,,,http://www.kiililasteaed.ee/uus/index.php/kontakt,,59.3517289,24.778809,OpenStreetMap,
Koeru lasteaed Päikeseratas,,"Paide tee, 15a, Koeru alevik",Koeru alevik,,,,http://www.paikeseratasla.ee,,58.9591708,26.0186893,OpenStreetMap,
Kohila Lasteaed Sipsik,,"Posti, 5a, Kohila alev",Kohila alev,,,,,,59.1729651,24.751965,OpenStreetMap,
Kohtla-Järve Lasteaed Aljonuška,,"Mõisa tee, 1, Kohtla-Järve",Kohtla-Järve,,,,,,59.4064044,27.2889289,OpenStreetMap,
Kohtla-Järve Lasteaed Kirju-Mirju,,"Pärna, 36, Kohtla-Järve",Kohtla-Järve,,,,,,59.4038314,27.2886402,OpenStreetMap,
Kohtla-Järve Lasteaed Tuhkatriinu,,"Ridaküla, 24, Kohtla-Järve",Kohtla-Järve,,,tuhkatriinu@kjlv.ee,https://www.tuhkatriinu.edu.ee/et/,,59.3356045,27.4108677,OpenStreetMap,
Krootuse Lasteaed Pesapuu,,"Kooli, 1, Krootuse küla",Krootuse küla,,+372 5303 4484,,https://kanepi.kovtp.ee/krootuse-lasteaed,,58.0727068,26.8422434,OpenStreetMap,
Kärdla Lasteaed,,"Kalda, 11, Kärdla",Kärdla,,4632125,,http://lasteaed.hiiumaa.ee/,,59.0008419,22.7474239,OpenStreetMap,
Kõrveküla Lasteaed Päikeseratas,,"Lasteaia, 4, Kõrveküla alevik",Kõrveküla alevik,,,,,,58.424625,26.7598896,OpenStreetMap,
Tuleviku Lasteaed,,"Tuleviku, 3, Laagri alevik",Laagri alevik,,,info@tulevikulasteaed.ee,https://www.tulevikulasteaed.ee/,,59.3516417,24.6184247,OpenStreetMap,
Lasva Lasteaed Pargihaldjas,,"Palo tee, 32, Lasva küla",Lasva küla,,,lasvalasteaed@edu.voruvald.ee,https://pargihaldjas.ee/,,57.8615511,27.1806435,OpenStreetMap,
Lohkva Lasteaed,,"Valguse tee, 6, Lohkva küla",Lohkva küla,,,,,,58.3695371,26.7958589,OpenStreetMap,
Peamaja,,"Pajula tee, 2, Lohkva küla",Lohkva küla,,,,https://midrimaa.luunja.ee/,,58.3803805,26.7774316,OpenStreetMap,
Loksa Lasteaed Õnnetriinu,,"Lasteaia, 3, Loksa",Loksa,,+372 622 9187,lasteaed@loksa.ee,https://www.loksalinn.ee/loksa-lasteaed-onnetriinu,,59.5847736,25.7284959,OpenStreetMap,
Luunja Lasteaed Midrimaa,,"Uus, 3, Luunja alevik",Luunja alevik,,,,,,58.3549738,26.8764025,OpenStreetMap,
Eco Planet,,"Paelrohu tee, 1B, Maardu",Maardu,,,info@ecolasteaed.ee,,,59.4786741,24.9236242,OpenStreetMap,
Muuga Lasteaed,,"Ploomipuu pst, 52/54, Maardu",Maardu,,+372 660 9603,,https://www.muugalasteaed.ee/,,59.4786728,24.9453387,OpenStreetMap,
Põlva Lasteaed Pihlapuu,,"Koolimaja tee, 1, Mammaste küla",Mammaste küla,,,,http://pihlapuu.ee/,,58.0541621,27.0431908,OpenStreetMap,
Misso lasteaed Krõll,,"Riia mnt, 15, Misso alevik",Misso alevik,,,,https://www.haanja.edu.ee/lasteaed/kontakt,,57.5993557,27.2216361,OpenStreetMap,
Käoke (№ 38),,"Kangelaste prospekt, 38, Narva",Narva,,+372 3544355,,https://kaoke.ee/,,59.3893328,28.1696364,OpenStreetMap,
Narva Lasteaed Cipollino,,"Kivilinna, 11, Narva",Narva,,,cipollino@narvakultuur.ee,http://lasteaiad.narvakultuur.ee/cipollino/et/avaleht,,59.3872281,28.1822606,OpenStreetMap,
Narva Lasteaed Kakuke,,"Hariduse, 30, Narva",Narva,,,,http://lasteaiad.narvakultuur.ee/kakuke/,,59.3811918,28.1839264,OpenStreetMap,
Narva Lasteaed Karikakar,,"Aleksander Puškini, 5a, Narva",Narva,,,,http://karikakar.narvakultuur.ee/,,59.3711839,28.1959692,OpenStreetMap,
Narva Lasteaed Kirsike,,"Soldina, 11, Narva",Narva,,,,http://kirsike.narvakultuur.ee,,59.3806113,28.1621958,OpenStreetMap,
Narva Lasteaed Muinasjutt,,"Aleksander Puškini, 13a, Narva",Narva,,+372 3591268,muinasjutt.narva@gmail.com,http://lasteaiad.narvakultuur.ee/,,59.3739094,28.1938477,OpenStreetMap,
Narva Lasteaed Pingviin,,"Mõisa, 1a, Narva",Narva,,,pingviin33@gmail.com,http://lasteaiad.narvakultuur.ee/pingviin/et/avaleht,,59.3786025,28.1717575,OpenStreetMap,
Narva Lasteaed Punamütsike,,"Kreenholmi, 8a, Narva",Narva,,+372 3560543,punamutsike18@gmail.com,http://punamutsike.narvakultuur.ee/,,59.3765549,28.1785337,OpenStreetMap,
Narva Lasteaed Pääsuke,,"Pimeaia, 1, Narva",Narva,,+372 3591811,paasuke@narvakultuur.ee,http://paasuke.narvakultuur.ee/,,59.3830837,28.2013416,OpenStreetMap,
Narva Lasteaed Põngerjas,,"Vassili Gerassimovi, 18a, Narva",Narva,,+372 56483791,narvapongerjas27@gmail.com,http://pongerjas.ee/,,59.366768,28.1902239,OpenStreetMap,
Narva Lasteaed Sädemeke,,"Pähklimäe, 5, Narva",Narva,,+372 357 3423,,http://lasteaiad.narvakultuur.ee/sademeke/et/avaleht,,59.3859213,28.1690311,OpenStreetMap,
Narva Lasteaed Tareke,,"Soldina, 16, Narva",Narva,,+372 354 9980,,http://lasteaiad.narvakultuur.ee/tareke/et/avaleht,,59.3798025,28.1652942,OpenStreetMap,
Narva Lasteaed Tuluke,,"Kangelaste prospekt, 16a, Narva",Narva,,,,http://lasteaiad.narvakultuur.ee/tuluke/et/avaleht,,59.3852521,28.1744733,OpenStreetMap,
Narva Lasteaed Vikerkaar,,"Kangelaste prospekt, 21, Narva",Narva,,+372 3592772; +372 3542954,narvavikerkaar@online.ee,http://vikerkaar.narvakultuur.ee/,,59.3854985,28.1805356,OpenStreetMap,
Narva Vanalinna Lasteaed,,"Hariduse, 10, Narva",Narva,,+372 356 0543,,http://punamutsike.narvakultuur.ee,,59.3812561,28.196797,OpenStreetMap,
Narva lasteaed Potsataja,,"Tallinna mnt, 50, Narva",Narva,,+372 354 9969,lasteaedpotsataja@hotmail.com,https://potsataja.edu.ee/,,59.3797683,28.1686602,OpenStreetMap,
Narva lasteaed Päikene,,"Hariduse, 11, Narva",Narva,,+372 35 45979,narvapaikene@hot.ee,http://paikene64.ee,,59.3801378,28.184536,OpenStreetMap,
Potsataja (№ 10),,"Tallinna mnt, 50, Narva",Narva,,,,,,59.3799252,28.168624,OpenStreetMap,
Nõo lasteaed Krõll,,"Lasteaia, 2, Nõo alevik",Nõo alevik,,+372 7455185,,http://www.krollipere.eu,,58.2721505,26.5295653,OpenStreetMap,
PAIde Lasteaed Lillepai maja,,"Tallinna, 49, Paide",Paide,,+3726988921,,https://www.pailasteaed.ee/,,58.8927082,25.5718872,OpenStreetMap,
Paide Sookure Lasteaed,,"Soo, 16, Paide",Paide,,+3723850770,,https://sookure.edu.ee/,,58.8924565,25.5615831,OpenStreetMap,
Paikuse Lasteaed,,"10, Paikuse alev",Paikuse alev,,,,,,58.3746977,24.6125158,OpenStreetMap,
Pajusti Lasteaed Tõrutõnn,,"Tartu mnt, 9, Pajusti alevik",Pajusti alevik,,,lasteaed.torutonn@vinnivald.ee,,,59.2843112,26.4134701,OpenStreetMap,
Paldiski lasteaed Naerulind,,"Rae, 34, Paldiski",Paldiski,,,,,,59.3513954,24.0580263,OpenStreetMap,
Audru Lasteaed Vikerkaare,,"Kahva tee, 2, Papsaare küla",Papsaare küla,,,,,,58.3953189,24.4521256,OpenStreetMap,
Pärnu Kastani Lasteaed,,"Kastani, 3, Pärnu",Pärnu,,,,,,58.3819385,24.5276493,OpenStreetMap,
Pärnu Kesklinna Lasteaed,,"Aia, 13, Pärnu",Pärnu,,,,,,58.3803066,24.5037174,OpenStreetMap,
Pärnu Lasteaed Mai,,"Mai, 49, Pärnu",Pärnu,,,,,,58.3692929,24.5368828,OpenStreetMap,
Pärnu Lasteaed Pöialpoiss,,"Metsa, 17, Pärnu",Pärnu,,,,,,58.3698213,24.543426,OpenStreetMap,
Pärnu Lasteaed Trall,,"Kiige, 9, Pärnu",Pärnu,,,,,,58.4019092,24.5029475,OpenStreetMap,
Pärnu Liblika Lasteaed,,"Liblika, 1A, Pärnu",Pärnu,,,,,,58.3895297,24.5319678,OpenStreetMap,
Pärnu Männipargi Lasteaed,,"Rääma, 38B, Pärnu",Pärnu,,,,,,58.392157,24.5105321,OpenStreetMap,
Pärnu Raeküla Lasteaed,,"Järva, 2, Pärnu",Pärnu,,,,,,58.3596919,24.566228,OpenStreetMap,
Pärnu Raja Lasteaed,,"Raja, 7, Pärnu",Pärnu,,,,,,58.3644107,24.5466075,OpenStreetMap,
Pärnu Tammsaare Lasteaed,,"A. H. Tammsaare pst, 10b, Pärnu",Pärnu,,,,,,58.37741,24.5044835,OpenStreetMap,
Pärnu Vana-Sauga Lasteaed - Kadri maja,,"Kadri, 23, Pärnu",Pärnu,,,,,,58.3969864,24.4929698,OpenStreetMap,
Pärnu Vana-Sauga Lasteaed -Päikesejänku maja,,"Vana-Sauga, 21, Pärnu",Pärnu,,,,,,58.3931961,24.4731932,OpenStreetMap,
Pärnu Ülejõe Lasteaed,,"Noorte väljak, 1, Pärnu",Pärnu,,,,,,58.3923736,24.4923422,OpenStreetMap,
Noarootsi lasteaed,,"6, Pürksi küla",Pürksi küla,,,,https://nk.edu.ee/vastuvott-0,,59.006314,23.517538,OpenStreetMap,
"Ramsi Lasteaed ""Taruke""",,"Keskuse tee, 3, Ramsi alevik",Ramsi alevik,,,taruke@taruke.ee,https://taruke.ee/,,58.3066405,25.5414844,OpenStreetMap,
Rannamõisa Lasteaed,,"Merepiiga tee, 8, Rannamõisa küla",Rannamõisa küla,,,,https://rannamoisa.edu.ee/,,59.4389763,24.5155343,OpenStreetMap,
Rapla Lasteaed Kelluke,,"Palli, 3, Rapla",Rapla,,+372 4855454,kelluke@kelluke.edu.ee,https://www.kelluke.edu.ee/,,59.0030527,24.7910696,OpenStreetMap,
Rapla Lasteaed Naksitrallid,,"Võsa, 24, Rapla",Rapla,,,lasteaed.naksitrallid@gmail.com,https://naksitrallid.rapla.ee/index.php?option=com_content&view=article&id=39&Itemid=14,,58.9939221,24.8184444,OpenStreetMap,
PAIde lasteaed Helliku õppekoht,,"Nooruse, 3, Roosna-Alliku",Roosna-Alliku,,,,,,59.0280589,25.709629,OpenStreetMap,
Jänesselja Lasteaed,,"Jänesselja, 10, Sauga alevik",Sauga alevik,,,,,,58.4289569,24.4943005,OpenStreetMap,
Sindi Lasteaed,,"Kooli, 2a, Sindi",Sindi,,,,,,58.4056709,24.6538677,OpenStreetMap,
Soinaste Lasteaed Laululind,,"Kurepalu tee, 1, Soinaste küla",Soinaste küla,,,,,,58.3319722,26.7227902,OpenStreetMap,
Suigu lasteaed,,"Lasteaia tee, 2, Suigu küla",Suigu küla,,,,https://www.are.edu.ee/lasteaed/,,58.5279681,24.6990216,OpenStreetMap,
Tabasalu Lasteaed Tibutare,,"Lasteaia, 7, Tabasalu alevik",Tabasalu alevik,,,,,,59.4281627,24.5402253,OpenStreetMap,
Edu Valem Lasteaed,,"Pallasti, 41, Tallinn",Tallinn,,+372 58 20 00 22,info@eraharidus.ee,https://eraharidus.ee/,,59.4335471,24.7963727,OpenStreetMap,
Kaarli lasteaed,,"Toompuiestee, 4, Tallinn",Tallinn,,,,https://www.kaarlikool.ee/lasteaed/,,59.4323741,24.7373895,OpenStreetMap,
Kadrioru Lasteaed,,"Lydia Koidula, 20a, Tallinn",Tallinn,,+372 601 3168,kadrioru@la.tln.edu.ee,https://www.tallinn.ee/kadrioru-lasteaed/,,59.4372713,24.7813106,OpenStreetMap,
